,dataset,k1,k2,distance,alphas,losses_train,accuracy_lst_train,losses_test,accuracy_lst_test
36,CIFAR-10,15,20,26.32644271850586,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8569380009174347, 0.8513899195194244, 0.8524705147743226, 0.8486711716651917, 0.8357304084300995, 0.8418999493122101, 0.8399043750762939, 0.833461948633194, 0.8380498278141022, 0.8284074401855469, 0.832034034729004, 0.8293369436264038, 0.833070650100708, 0.8383635580539703, 0.834637906551361, 0.8328939819335938, 0.8405221664905548, 0.8337599456310272, 0.8301632869243621, 0.8369887924194336, 0.8414278423786163, 0.8407459604740143, 0.8482164824008942, 0.846115186214447, 0.8487399876117706]","[0.70984375, 0.7140625, 0.7084375, 0.70953125, 0.7159375, 0.71484375, 0.71625, 0.7153125, 0.71671875, 0.7171875, 0.7153125, 0.71421875, 0.715625, 0.715, 0.71125, 0.71703125, 0.70984375, 0.72015625, 0.716875, 0.71421875, 0.7153125, 0.7184375, 0.70828125, 0.71125, 0.708125]","[0.8855777299404144, 0.8959949088096618, 0.8939209604263305, 0.8849425649642945, 0.8766544711589813, 0.8635198557376862, 0.8782426941394806, 0.8732855117321014, 0.8782098317146301, 0.8645300638675689, 0.8643037605285645, 0.8779619395732879, 0.8771833872795105, 0.8679521441459656, 0.8676941847801208, 0.8669082009792328, 0.8733498394489289, 0.8715029835700989, 0.8768194389343261, 0.8698669624328613, 0.875186083316803, 0.8755606174468994, 0.8788953816890717, 0.8819379866123199, 0.8905397367477417]","[0.69921875, 0.6940625, 0.6896875, 0.6946875, 0.69296875, 0.7096875, 0.70546875, 0.705, 0.70546875, 0.70703125, 0.7015625, 0.7034375, 0.7009375, 0.7025, 0.7025, 0.7078125, 0.7, 0.699375, 0.70078125, 0.705625, 0.701875, 0.699375, 0.69734375, 0.695625, 0.69140625]"
37,CIFAR-10,15,24,33.51594924926758,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8341183507442474, 0.8149572122097015, 0.8104507780075073, 0.8056710469722748, 0.8121739208698273, 0.8016864550113678, 0.8019082069396972, 0.8016003096103668, 0.8046764528751373, 0.7967188107967377, 0.8019230854511261, 0.8023021018505097, 0.7949509167671204, 0.7992101836204529, 0.8035718488693238, 0.7974246215820312, 0.7962418138980866, 0.8057332539558411, 0.8107305228710174, 0.7997931468486786, 0.8016136956214904, 0.8072254133224487, 0.8036875855922699, 0.8095444583892822, 0.8059450244903564]","[0.7134375, 0.7225, 0.72609375, 0.725, 0.72078125, 0.7353125, 0.7365625, 0.72421875, 0.72953125, 0.73140625, 0.72609375, 0.7321875, 0.735, 0.73078125, 0.72984375, 0.72578125, 0.7278125, 0.7203125, 0.725625, 0.7315625, 0.73, 0.723125, 0.72125, 0.71921875, 0.71765625]","[0.8538305819034576, 0.8545595228672027, 0.8459875094890594, 0.8495028245449067, 0.8481032276153564, 0.8430677342414856, 0.8492061614990234, 0.8390258991718292, 0.8424016332626343, 0.8412335419654846, 0.8422641396522522, 0.8486132335662842, 0.8425040018558502, 0.8336820960044861, 0.8367697036266327, 0.8434611344337464, 0.8365257894992828, 0.8422855746746063, 0.8422288346290588, 0.8482803428173065, 0.8569343400001526, 0.8584083330631256, 0.8551236855983734, 0.8478165018558502, 0.8515087139606475]","[0.70953125, 0.7075, 0.71453125, 0.71, 0.70609375, 0.71890625, 0.7096875, 0.7146875, 0.71609375, 0.714375, 0.71671875, 0.71671875, 0.7090625, 0.72046875, 0.72, 0.7175, 0.7209375, 0.716875, 0.713125, 0.70953125, 0.70609375, 0.70953125, 0.71109375, 0.71203125, 0.70953125]"
38,CIFAR-10,15,28,39.062015533447266,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.7830794036388398, 0.7821151685714721, 0.7762675786018371, 0.7812559163570404, 0.7785790741443634, 0.7676363718509674, 0.7747044730186462, 0.7775843513011932, 0.7665676200389862, 0.7747243535518646, 0.7711185872554779, 0.7746082377433777, 0.7703511416912079, 0.7746350491046905, 0.7689605474472045, 0.7836472153663635, 0.7734881329536438, 0.783225747346878, 0.7874199652671814, 0.7797662997245789, 0.7818939995765686, 0.7778475093841553, 0.7863818168640136, 0.7930458319187165, 0.7978453731536865]","[0.72734375, 0.73578125, 0.7315625, 0.73515625, 0.7434375, 0.740625, 0.7390625, 0.73078125, 0.7425, 0.73828125, 0.73703125, 0.7390625, 0.739375, 0.74, 0.74078125, 0.73703125, 0.7421875, 0.7396875, 0.73234375, 0.73609375, 0.72609375, 0.7396875, 0.73296875, 0.7353125, 0.72609375]","[0.8264060258865357, 0.8209112465381623, 0.8144080007076263, 0.8195720446109772, 0.8199016892910004, 0.8263463807106018, 0.8202598869800568, 0.8203804326057434, 0.8220662426948547, 0.8215329551696777, 0.8067353785037994, 0.8170953702926635, 0.8185663259029389, 0.818560220003128, 0.8215023159980774, 0.8191223406791687, 0.8225760066509247, 0.8272181499004364, 0.8220879971981049, 0.8366457760334015, 0.8275486993789672, 0.8236727046966553, 0.8289237296581269, 0.8341272032260895, 0.8378143048286438]","[0.715, 0.72296875, 0.71796875, 0.72171875, 0.7228125, 0.72453125, 0.71703125, 0.71703125, 0.716875, 0.72296875, 0.72828125, 0.72296875, 0.72140625, 0.72296875, 0.72453125, 0.71875, 0.7271875, 0.724375, 0.72859375, 0.72, 0.72296875, 0.72265625, 0.71703125, 0.7140625, 0.71453125]"
39,CIFAR-10,20,21,12.892496109008789,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8392255783081055, 0.8376025819778442, 0.8316498649120331, 0.8238376271724701, 0.8334699273109436, 0.8286231327056884, 0.8210925328731536, 0.8180484437942505, 0.8199531006813049, 0.8210719943046569, 0.818910311460495, 0.8249121820926666, 0.8207578873634338, 0.8225885033607483, 0.8271433889865876, 0.8212897884845733, 0.8253958451747895, 0.8217160868644714, 0.8327176022529602, 0.8255269420146942, 0.8295341742038727, 0.8339125740528107, 0.8376291835308075, 0.8436128664016723, 0.8410726296901703]","[0.71171875, 0.7165625, 0.7221875, 0.72171875, 0.71625, 0.72109375, 0.723125, 0.72171875, 0.72046875, 0.7234375, 0.71984375, 0.7184375, 0.7228125, 0.7209375, 0.71296875, 0.71921875, 0.71390625, 0.719375, 0.71796875, 0.71375, 0.71828125, 0.71421875, 0.71078125, 0.7103125, 0.7078125]","[0.8737726259231567, 0.8775510609149932, 0.870380630493164, 0.8586388409137726, 0.87012202501297, 0.8651295733451844, 0.8634027898311615, 0.8633455216884613, 0.8574542117118835, 0.8577718007564544, 0.8551984179019928, 0.8587021088600159, 0.8613542699813843, 0.8586505055427551, 0.8629338407516479, 0.8574566447734833, 0.8614253115653991, 0.858947879076004, 0.8664500665664673, 0.8693176782131196, 0.8611398124694825, 0.8742063558101654, 0.8799879598617554, 0.866265218257904, 0.8812373626232147]","[0.69890625, 0.698125, 0.70265625, 0.71296875, 0.7040625, 0.7071875, 0.70359375, 0.70546875, 0.710625, 0.7109375, 0.7065625, 0.7059375, 0.704375, 0.70984375, 0.70765625, 0.7078125, 0.70546875, 0.70640625, 0.70515625, 0.69875, 0.7009375, 0.6946875, 0.69578125, 0.69875, 0.69609375]"
40,CIFAR-10,20,25,26.689363479614258,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8137321639060974, 0.8125507080554962, 0.8109670114517212, 0.8019728088378906, 0.8063566815853119, 0.7945877909660339, 0.8012233996391296, 0.8030719327926635, 0.7898135185241699, 0.7997745478153229, 0.795309841632843, 0.7982580530643463, 0.7986581373214722, 0.7940881717205047, 0.7997968459129333, 0.797740923166275, 0.804625688791275, 0.8025732922554016, 0.8015770840644837, 0.8034632551670075, 0.8141695964336395, 0.8167196428775787, 0.8143183588981628, 0.8189339923858643, 0.8274860417842865]","[0.71765625, 0.72453125, 0.72421875, 0.7271875, 0.72421875, 0.73765625, 0.73046875, 0.7334375, 0.73578125, 0.733125, 0.72984375, 0.7321875, 0.73, 0.73390625, 0.726875, 0.73734375, 0.73, 0.72921875, 0.7265625, 0.7278125, 0.72609375, 0.7196875, 0.72671875, 0.728125, 0.71625]","[0.8586023807525635, 0.849480675458908, 0.8429622101783752, 0.8546104764938355, 0.8458204758167267, 0.8468078684806823, 0.8425595104694367, 0.8583682107925416, 0.8482335042953492, 0.8409961569309234, 0.8405168426036834, 0.8346554851531982, 0.8412994158267975, 0.8442475509643554, 0.8395702612400054, 0.8397311532497406, 0.8489078748226165, 0.8484935331344604, 0.8466099381446839, 0.8462724900245666, 0.850061628818512, 0.8520015704631806, 0.8604214119911194, 0.8609359228610992, 0.861151077747345]","[0.704375, 0.710625, 0.7153125, 0.70734375, 0.71359375, 0.70703125, 0.71640625, 0.70828125, 0.71109375, 0.7178125, 0.71578125, 0.72078125, 0.7140625, 0.7178125, 0.7171875, 0.71796875, 0.711875, 0.71328125, 0.71671875, 0.71171875, 0.716875, 0.7115625, 0.71125, 0.70484375, 0.70859375]"
41,CIFAR-10,20,29,34.375152587890625,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.7834285867214202, 0.7780265057086945, 0.7794217431545257, 0.7720801985263824, 0.7766688823699951, 0.7780353271961212, 0.7696836400032043, 0.7695110654830932, 0.7694164991378785, 0.7774292421340943, 0.7680770349502564, 0.779650981426239, 0.7707344710826873, 0.7765754771232605, 0.7729964804649353, 0.7758245658874512, 0.7840312778949737, 0.7889153444766999, 0.7900283420085907, 0.7860093629360199, 0.79093013048172, 0.7886483240127563, 0.8045381343364716, 0.7990490055084228, 0.8064385509490967]","[0.7275, 0.73703125, 0.731875, 0.7359375, 0.73109375, 0.73078125, 0.7396875, 0.7371875, 0.73921875, 0.72984375, 0.7371875, 0.73421875, 0.73703125, 0.73921875, 0.73484375, 0.7396875, 0.7315625, 0.731875, 0.73484375, 0.73515625, 0.7334375, 0.73015625, 0.72734375, 0.7321875, 0.7271875]","[0.8328366672992706, 0.8318184125423431, 0.8283046662807465, 0.8300844049453735, 0.8157421684265137, 0.8197076785564422, 0.820990264415741, 0.8215965628623962, 0.8185841023921967, 0.8150126576423645, 0.8205957889556885, 0.8165593731403351, 0.8128407323360443, 0.821369217634201, 0.8215925371646882, 0.8227299988269806, 0.8278531241416931, 0.8281394338607788, 0.8269098937511444, 0.826956707239151, 0.8331259310245513, 0.8391378092765808, 0.8343435251712799, 0.8425031697750092, 0.8515060651302337]","[0.70921875, 0.71703125, 0.7103125, 0.71734375, 0.7146875, 0.71875, 0.71484375, 0.718125, 0.72078125, 0.7171875, 0.7178125, 0.72328125, 0.72265625, 0.720625, 0.72015625, 0.72234375, 0.71359375, 0.71703125, 0.7190625, 0.71484375, 0.71453125, 0.71078125, 0.71484375, 0.70703125, 0.70390625]"
42,CIFAR-10,1,29,61.31965637207031,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.7838293409347534, 0.7909359693527221, 0.7923156023025513, 0.803739800453186, 0.808588387966156, 0.8062750720977783, 0.8136812376976014, 0.8229995751380921, 0.8224230992794037, 0.8212525081634522, 0.8299142801761628, 0.8365090310573577, 0.8305646932125091, 0.8373425853252411, 0.8247446894645691, 0.8239721989631653, 0.830304456949234, 0.8229523801803589, 0.823390851020813, 0.8189751362800598, 0.8173229253292084, 0.8193075609207153, 0.8175318002700805, 0.813851273059845, 0.8046103060245514]","[0.72828125, 0.72875, 0.73046875, 0.73, 0.72984375, 0.7334375, 0.72796875, 0.7334375, 0.73015625, 0.72703125, 0.7290625, 0.72421875, 0.7275, 0.72546875, 0.7309375, 0.7303125, 0.73015625, 0.726875, 0.72875, 0.7296875, 0.7271875, 0.7296875, 0.72734375, 0.72140625, 0.7271875]","[0.8257339978218079, 0.823491986989975, 0.8287513983249665, 0.822587468624115, 0.8305075895786286, 0.8358155524730683, 0.8347203171253205, 0.8440621733665467, 0.8433864676952362, 0.8590126132965088, 0.8612809073925018, 0.8646793055534363, 0.8567465198040009, 0.8637349474430084, 0.8585812640190125, 0.8602628672122955, 0.8629751968383789, 0.8652979612350464, 0.858603640794754, 0.861445769071579, 0.8579062056541443, 0.8487608933448791, 0.8425331127643585, 0.851405359506607, 0.845718902349472]","[0.71328125, 0.720625, 0.71984375, 0.72828125, 0.72421875, 0.71640625, 0.729375, 0.72546875, 0.7215625, 0.71765625, 0.71515625, 0.71328125, 0.71984375, 0.7125, 0.7171875, 0.71515625, 0.71359375, 0.70703125, 0.71171875, 0.71328125, 0.7115625, 0.70828125, 0.71109375, 0.70765625, 0.70671875]"
43,CIFAR-10,2,29,55.95956802368164,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.7854989743232728, 0.7890532302856446, 0.7925135493278503, 0.7932817268371583, 0.8010917556285858, 0.8078993213176727, 0.8046242821216584, 0.8060786437988281, 0.8031110167503357, 0.8094682276248932, 0.8045470666885376, 0.8132358169555665, 0.8232330060005189, 0.8153051102161407, 0.8132784843444825, 0.811097377538681, 0.8095939660072327, 0.8073769176006317, 0.8176250374317169, 0.8123812878131866, 0.8115123462677002, 0.8071444463729859, 0.8119364953041077, 0.8075025105476379, 0.8070156800746918]","[0.7328125, 0.73140625, 0.73328125, 0.726875, 0.7275, 0.72921875, 0.728125, 0.73140625, 0.73890625, 0.72953125, 0.72828125, 0.7284375, 0.72609375, 0.72484375, 0.72875, 0.7328125, 0.73203125, 0.73328125, 0.72828125, 0.72890625, 0.73, 0.726875, 0.72921875, 0.72875, 0.724375]","[0.8338983404636383, 0.8335463404655457, 0.8433798480033875, 0.8354114365577697, 0.8316762828826905, 0.8429234170913696, 0.8452868342399598, 0.848720703125, 0.8482297587394715, 0.8539268088340759, 0.8497244250774384, 0.858558533191681, 0.8564338850975036, 0.8496223902702331, 0.8585453820228577, 0.8569229054450989, 0.8558511447906494, 0.8528684365749359, 0.8542573857307434, 0.8536742973327637, 0.8489723217487335, 0.8518946671485901, 0.8451885426044464, 0.8475137424468994, 0.8510385096073151]","[0.71328125, 0.71828125, 0.71046875, 0.71703125, 0.72078125, 0.70921875, 0.71578125, 0.7125, 0.71390625, 0.70984375, 0.7165625, 0.7103125, 0.71078125, 0.716875, 0.7175, 0.7125, 0.71125, 0.71171875, 0.70828125, 0.71515625, 0.71484375, 0.709375, 0.71078125, 0.708125, 0.70671875]"
44,CIFAR-10,5,29,52.820831298828125,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.786193255186081, 0.7922299373149871, 0.7895548605918884, 0.7947304284572602, 0.7860652542114258, 0.790893235206604, 0.7968111491203308, 0.7858808910846711, 0.7849198520183563, 0.7965531206130981, 0.799347757101059, 0.7976503705978394, 0.7981994736194611, 0.7990821266174316, 0.7960805940628052, 0.8023012506961823, 0.798720155954361, 0.7952496266365051, 0.8035087585449219, 0.7980934631824493, 0.8083989262580872, 0.8055984151363372, 0.8094853568077087, 0.8008180296421051, 0.8077376425266266]","[0.73203125, 0.729375, 0.7325, 0.73515625, 0.73546875, 0.7309375, 0.72625, 0.73953125, 0.74625, 0.7346875, 0.73109375, 0.7328125, 0.73578125, 0.72984375, 0.7275, 0.7346875, 0.73609375, 0.7325, 0.73015625, 0.7340625, 0.72953125, 0.72265625, 0.72671875, 0.72734375, 0.72984375]","[0.8283623361587524, 0.8268848288059235, 0.8322621083259583, 0.8254044115543365, 0.8350970995426178, 0.8322122633457184, 0.8275059533119201, 0.8342692410945892, 0.8373594522476197, 0.8397131597995758, 0.8378012013435364, 0.8343730318546295, 0.839178762435913, 0.843962675333023, 0.8443904590606689, 0.8418960678577423, 0.841461888551712, 0.8436738002300262, 0.842200448513031, 0.8571254563331604, 0.8408521592617035, 0.852061675786972, 0.8494993376731873, 0.8460986649990082, 0.8559248208999634]","[0.71875, 0.71859375, 0.716875, 0.71953125, 0.7140625, 0.71765625, 0.72171875, 0.71921875, 0.71265625, 0.7125, 0.715625, 0.71328125, 0.71796875, 0.71109375, 0.7178125, 0.7171875, 0.71390625, 0.71453125, 0.715, 0.70203125, 0.715625, 0.710625, 0.71171875, 0.7090625, 0.7025]"
45,CIFAR-10,10,29,47.673980712890625,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8012958228588104, 0.8009349930286408, 0.796671324968338, 0.7951345825195313, 0.7919165182113648, 0.7933853638172149, 0.7938872706890107, 0.7906793773174285, 0.7899425637722015, 0.7928083384037018, 0.7925241100788116, 0.7891029310226441, 0.788863240480423, 0.7930937433242797, 0.7899611270427704, 0.7951946127414703, 0.7921801424026489, 0.790627828836441, 0.7916480541229248, 0.805561945438385, 0.7991608440876007, 0.7951779210567474, 0.8019391965866088, 0.8045470523834228, 0.802946400642395]","[0.72578125, 0.73375, 0.72875, 0.72875, 0.7334375, 0.7284375, 0.726875, 0.735, 0.7390625, 0.7328125, 0.73234375, 0.7353125, 0.73375, 0.730625, 0.73390625, 0.73484375, 0.73, 0.735625, 0.73421875, 0.7228125, 0.7296875, 0.7309375, 0.7325, 0.72484375, 0.73421875]","[0.8454870498180389, 0.8415553557872772, 0.8475287353992462, 0.8339444231987, 0.8446089959144593, 0.8410642838478088, 0.8402484357357025, 0.835351859331131, 0.8410335147380829, 0.8330540645122528, 0.8320883548259735, 0.840617241859436, 0.8395680606365203, 0.8343936467170715, 0.8436516845226287, 0.8409898662567139, 0.8378643643856049, 0.8417511892318725, 0.8355206370353698, 0.8429051899909973, 0.84026771068573, 0.8438658428192138, 0.8475969421863556, 0.8491023290157318, 0.8483430469036102]","[0.70578125, 0.7109375, 0.7084375, 0.71515625, 0.71375, 0.7084375, 0.715625, 0.71265625, 0.7146875, 0.71890625, 0.72125, 0.70890625, 0.71453125, 0.71734375, 0.7215625, 0.7146875, 0.7203125, 0.71734375, 0.7121875, 0.71421875, 0.7128125, 0.71453125, 0.70203125, 0.71203125, 0.71015625]"
46,CIFAR-10,15,29,40.34306716918945,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.7918306851387024, 0.7880576848983765, 0.7881405007839203, 0.7904699516296386, 0.7831956088542938, 0.775514749288559, 0.7844499766826629, 0.7796326088905334, 0.7774260544776916, 0.7827895009517669, 0.7782232880592346, 0.7745071506500244, 0.7648759889602661, 0.78779616355896, 0.7750782239437103, 0.7902500534057617, 0.7818866467475891, 0.7850401794910431, 0.7881444764137268, 0.78523273229599, 0.7791250908374786, 0.7934389674663543, 0.8048184168338776, 0.8065467846393585, 0.8089718353748322]","[0.72953125, 0.72796875, 0.731875, 0.7275, 0.72921875, 0.7321875, 0.73, 0.73515625, 0.734375, 0.733125, 0.73671875, 0.73875, 0.73921875, 0.73359375, 0.734375, 0.7359375, 0.7325, 0.73203125, 0.72984375, 0.73765625, 0.73703125, 0.7240625, 0.725625, 0.72703125, 0.7246875]","[0.840612313747406, 0.837389099597931, 0.8316224884986877, 0.8344182729721069, 0.8277032732963562, 0.8239668321609497, 0.8277537310123444, 0.8140864396095275, 0.8218862020969391, 0.8169299197196961, 0.8244957172870636, 0.8273138654232025, 0.8188494229316712, 0.8212908005714417, 0.8236352837085724, 0.825010952949524, 0.8227830815315247, 0.8283551561832428, 0.8327562415599823, 0.8249262678623199, 0.827194036245346, 0.8342068243026733, 0.8391020667552948, 0.8432291960716247, 0.8481583213806152]","[0.70953125, 0.71390625, 0.710625, 0.71125, 0.71078125, 0.7109375, 0.713125, 0.7265625, 0.71671875, 0.720625, 0.72203125, 0.71640625, 0.716875, 0.71875, 0.71859375, 0.71671875, 0.71765625, 0.71375, 0.71546875, 0.7190625, 0.7171875, 0.7128125, 0.71109375, 0.7121875, 0.70921875]"
47,CIFAR-10,0,4,31.684850692749023,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[1.196785910129547, 1.2166139245033265, 1.2422894644737243, 1.2861112284660339, 1.3175465083122253, 1.3598274278640747, 1.3954102444648742, 1.426941816806793, 1.4570857739448548, 1.4829636096954346, 1.4967963361740113, 1.514369466304779, 1.5152105975151062, 1.5118165302276612, 1.5014771246910095, 1.492482807636261, 1.4715067315101624, 1.441674497127533, 1.4154862689971923, 1.3897407746315003, 1.3569513726234437, 1.332104046344757, 1.3040066933631898, 1.2787022662162781, 1.272816183567047]","[0.57796875, 0.569375, 0.57359375, 0.56484375, 0.5603125, 0.55125, 0.54890625, 0.54671875, 0.54640625, 0.53640625, 0.5309375, 0.525, 0.5253125, 0.5278125, 0.5315625, 0.53421875, 0.5403125, 0.5409375, 0.5465625, 0.553125, 0.56078125, 0.55640625, 0.56171875, 0.5565625, 0.55453125]","[1.195903356075287, 1.2191596984863282, 1.2479657769203185, 1.2755680513381957, 1.3186923122406007, 1.3524030900001527, 1.3895678210258484, 1.4263708662986756, 1.4542773818969728, 1.4746205067634583, 1.4948549580574035, 1.506883327960968, 1.5113917922973632, 1.504121916294098, 1.498537051677704, 1.4849626779556275, 1.4663611578941345, 1.4433561325073243, 1.4225976061820984, 1.3799651432037354, 1.358870539665222, 1.3246331000328064, 1.3054957485198975, 1.2806776547431946, 1.268522129058838]","[0.57578125, 0.57796875, 0.57171875, 0.575, 0.56671875, 0.56390625, 0.5546875, 0.55140625, 0.54296875, 0.53953125, 0.54, 0.54203125, 0.5353125, 0.53421875, 0.53046875, 0.53953125, 0.54265625, 0.5475, 0.54953125, 0.56078125, 0.556875, 0.5609375, 0.556875, 0.55484375, 0.56078125]"
48,CIFAR-10,0,7,42.51812744140625,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[1.0737571454048156, 1.085812327861786, 1.1060673117637634, 1.1440191197395324, 1.1777840971946716, 1.2244748306274413, 1.2608905911445618, 1.2991677236557007, 1.3340078806877136, 1.3624884152412415, 1.384445686340332, 1.3973938155174255, 1.4002704334259033, 1.3989838314056398, 1.380659372806549, 1.361250603199005, 1.3386509323120117, 1.3052162837982177, 1.267682592868805, 1.236531946659088, 1.190216314792633, 1.14914044380188, 1.1120322096347808, 1.0724360680580138, 1.0579445099830627]","[0.6215625, 0.6190625, 0.62359375, 0.61984375, 0.61609375, 0.6028125, 0.6025, 0.5909375, 0.58, 0.5734375, 0.573125, 0.56796875, 0.57234375, 0.56328125, 0.5759375, 0.58265625, 0.58484375, 0.59890625, 0.608125, 0.6078125, 0.61640625, 0.62765625, 0.62765625, 0.6359375, 0.62703125]","[1.0783311247825622, 1.0907044899463654, 1.111132369041443, 1.1473653793334961, 1.1802099609375, 1.22046151638031, 1.270202238559723, 1.298526749610901, 1.3326691913604736, 1.3600187420845031, 1.3786676740646362, 1.3891048169136047, 1.3844617843627929, 1.3856757760047913, 1.3801112294197082, 1.3626277351379394, 1.3389562368392944, 1.3026069450378417, 1.2708076333999634, 1.2355618405342101, 1.191228973865509, 1.1622681331634521, 1.1129842984676361, 1.0939079761505126, 1.0701935231685638]","[0.61296875, 0.61828125, 0.616875, 0.6096875, 0.60765625, 0.60375, 0.59640625, 0.59234375, 0.5834375, 0.57921875, 0.57203125, 0.57859375, 0.57265625, 0.58, 0.573125, 0.57875, 0.58421875, 0.6025, 0.6084375, 0.6184375, 0.6225, 0.62375, 0.62953125, 0.6275, 0.62890625]"
